0,1,2,3,4,5
12.0,38.0,11.0,0.260382561074,1.33926297655,0.315428350924
7.0,44.0,42.0,0.409507900574,4.42031953799,0.697631195927
9.0,42.0,87.0,0.529977172375,3.97784796101,0.836078763537
12.0,38.0,11.0,0.260382561074,1.33926297655,0.315428350924
7.0,44.0,42.0,0.409507900574,4.42031953799,0.697631195927
9.0,42.0,87.0,0.529977172375,3.97784796101,0.836078763537
12.0,38.0,11.0,0.260382561074,1.33926297655,0.315428350924
7.0,44.0,42.0,0.409507900574,4.42031953799,0.697631195927
5.0,39.0,87.0,0.941773000782,9.68662760501,0.383441518826
14.0,3.0,1.0,0.586174094139,0.642872226448,0.645276109878
6.0,36.0,38.0,0.893801869555,7.31201887588,0.270305693354
5.0,46.0,86.0,0.84396256048,8.45569648724,0.815207457453
14.0,3.0,1.0,0.586174094139,0.642872226448,0.645276109878
6.0,36.0,38.0,0.893801869555,7.31201887588,0.270305693354
5.0,46.0,86.0,0.84396256048,8.45569648724,0.815207457453
6.0,36.0,38.0,0.893801869555,7.31201887588,0.270305693354
5.0,46.0,86.0,0.84396256048,8.45569648724,0.815207457453
14.0,3.0,1.0,0.586174094139,0.642872226448,0.645276109878
12.0,30.0,4.0,0.409155094701,4.72589034214,0.461227840469
16.0,46.0,8.0,0.146213934832,2.13249675389,0.576543172693
9.0,48.0,14.0,0.88567418826,6.58765259216,0.0370219549481
12.0,30.0,4.0,0.409155094701,4.72589034214,0.461227840469
16.0,46.0,8.0,0.146213934832,2.13249675389,0.576543172693
9.0,48.0,14.0,0.88567418826,6.58765259216,0.0370219549481
12.0,30.0,4.0,0.409155094701,4.72589034214,0.461227840469
16.0,46.0,8.0,0.146213934832,2.13249675389,0.576543172693
9.0,48.0,14.0,0.88567418826,6.58765259216,0.0370219549481
15.0,23.0,9.0,1.01557048008,4.73513870528,0.630050727753
12.0,30.0,86.0,0.715112385636,6.13357081918,0.493751003748
3.0,27.0,5.0,0.444103864172,8.41383999254,0.196880724968
15.0,23.0,9.0,1.01557048008,4.73513870528,0.630050727753
12.0,30.0,86.0,0.715112385636,6.13357081918,0.493751003748
3.0,27.0,5.0,0.444103864172,8.41383999254,0.196880724968
15.0,23.0,9.0,1.01557048008,4.73513870528,0.630050727753
3.0,27.0,5.0,0.444103864172,8.41383999254,0.196880724968
12.0,30.0,86.0,0.715112385636,6.13357081918,0.493751003748
3.0,34.0,12.0,0.899642170951,8.2869762369,0.944856417379
11.0,44.0,10.0,0.366360503522,1.98592412064,0.197092882059
12.0,37.0,73.0,0.83483710117,7.50148194206,0.965686387917
3.0,34.0,12.0,0.899642170951,8.2869762369,0.944856417379
11.0,44.0,10.0,0.366360503522,1.98592412064,0.197092882059
12.0,37.0,73.0,0.83483710117,7.50148194206,0.965686387917
3.0,34.0,12.0,0.899642170951,8.2869762369,0.944856417379
11.0,44.0,10.0,0.366360503522,1.98592412064,0.197092882059
12.0,37.0,73.0,0.83483710117,7.50148194206,0.965686387917
7.0,24.0,4.0,0.729310515319,2.49163710383,0.80929626083
13.0,49.0,33.0,0.994471977594,6.91380039692,0.581207334193
3.0,35.0,8.0,1.01343253135,9.36655569438,0.869125780563
7.0,24.0,4.0,0.729310515319,2.49163710383,0.80929626083
13.0,49.0,33.0,0.994471977594,6.91380039692,0.581207334193
3.0,35.0,8.0,1.01343253135,9.36655569438,0.869125780563
7.0,24.0,4.0,0.729310515319,2.49163710383,0.80929626083
13.0,49.0,33.0,0.994471977594,6.91380039692,0.581207334193
3.0,35.0,8.0,1.01343253135,9.36655569438,0.869125780563
3.0,49.0,39.0,0.8699565574,4.02476246214,0.3164410911
3.0,41.0,27.0,0.419596380898,0.801665439472,0.775192978452
3.0,31.0,83.0,0.676404526756,8.23873690578,0.547345420373
3.0,49.0,39.0,0.8699565574,4.02476246214,0.3164410911
3.0,41.0,27.0,0.419596380898,0.801665439472,0.775192978452
3.0,31.0,83.0,0.676404526756,8.23873690578,0.547345420373
3.0,49.0,39.0,0.8699565574,4.02476246214,0.3164410911
3.0,41.0,27.0,0.419596380898,0.801665439472,0.775192978452
3.0,31.0,83.0,0.676404526756,8.23873690578,0.547345420373
12.0,39.0,16.0,0.827652819544,2.97481278823,0.965044479545
